composer,title,npy_file_path,file_size,length_in_measures,sample_rate,use
Bach,Bwv0536 Prelude and Fugue,Dataset/classifier/Bach/Bwv0536 Prelude and Fugue.npy,336,215,,
Bach,Bwv1005 Violin Sonata n3 1mov Adagio,Dataset/classifier/Bach/Bwv1005 Violin Sonata n3 1mov Adagio.npy,73,47,,
Bach,Bwv0568 Prelude,Dataset/classifier/Bach/Bwv0568 Prelude.npy,89,57,,t
Bach,Bwv0817 French Suite n6,Dataset/classifier/Bach/Bwv0817 French Suite n6.npy,806,516,,
Bach,Bwv0544 Prelude and Fugue,Dataset/classifier/Bach/Bwv0544 Prelude and Fugue.npy,272,174,,
Bach,Bwv0590 Pastorale,Dataset/classifier/Bach/Bwv0590 Pastorale.npy,425,272,,
Bach,Piano version of Bachs two part inventions No.3,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.3.npy,93,60,,t
Bach,Bwv0997 Partita for Lute 3mov,Dataset/classifier/Bach/Bwv0997 Partita for Lute 3mov.npy,100,64,,
Bach,Piano version of Bachs two part inventions No..,Dataset/classifier/Bach/Piano version of Bachs two part inventions No...npy,93,60,,t
Bach,Piano version of Bachs two part inventions No.15,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.15.npy,34,22,,
Bach,Bwv0593 Vivaldi Concerto Arrangement RV522,Dataset/classifier/Bach/Bwv0593 Vivaldi Concerto Arrangement RV522.npy,450,288,,
Bach,Prelude from Sonata n6,Dataset/classifier/Bach/Prelude from Sonata n6.npy,217,139,,
Bach,Bwv0806 English Suite n1 10mov ,Dataset/classifier/Bach/Bwv0806 English Suite n1 10mov .npy,131,84,,t
Bach,Bwv0538 Toccata and Fugue ''Dorian'',Dataset/classifier/Bach/Bwv0538 Toccata and Fugue ''Dorian''.npy,503,322,,
Bach,Bwv0997 Partita for Lute 4mov,Dataset/classifier/Bach/Bwv0997 Partita for Lute 4mov.npy,151,97,,
Bach,Bwv0556 Short Prelude and Fugue n4 (Spurious),Dataset/classifier/Bach/Bwv0556 Short Prelude and Fugue n4 (Spurious).npy,137,88,,
Bach,Piano version of Bachs two part inventions No.11,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.11.npy,40,26,,t
Bach,Bwv0998 Prelude Fugue Allegro for Lute 2mov,Dataset/classifier/Bach/Bwv0998 Prelude Fugue Allegro for Lute 2mov.npy,161,103,,
Bach,Piano version of Bachs two part inventions No.13,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.13.npy,42,27,,
Bach,Bwv0997 Partita for Lute 5mov,Dataset/classifier/Bach/Bwv0997 Partita for Lute 5mov.npy,151,97,,
Bach,Bwv0528 Sonate en trio n4,Dataset/classifier/Bach/Bwv0528 Sonate en trio n4.npy,326,209,,
Bach,"Tocatto No.1 in F Sharp Minor, BWV 910","Dataset/classifier/Bach/Tocatto No.1 in F Sharp Minor, BWV 910.npy",322,206,,v
Bach,Bwv0539 Prelude and Fugue,Dataset/classifier/Bach/Bwv0539 Prelude and Fugue.npy,217,139,,
Bach,Piano version of Bachs two part inventions No.5,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.5.npy,54,35,,
Bach,Bwv0936 Little Prelude n4,Dataset/classifier/Bach/Bwv0936 Little Prelude n4.npy,150,96,,
Bach,Bwv0906 Fantasia and Fugue,Dataset/classifier/Bach/Bwv0906 Fantasia and Fugue.npy,225,144,,
Bach,Bwv0815 French Suite n4,Dataset/classifier/Bach/Bwv0815 French Suite n4.npy,998,639,,t
Bach,Bwv1014 Harpsicord and Violin Sonata 4mov,Dataset/classifier/Bach/Bwv1014 Harpsicord and Violin Sonata 4mov.npy,193,124,,
Bach,Jesu Joy of Man Desiring,Dataset/classifier/Bach/Jesu Joy of Man Desiring.npy,111,71,,
Bach,Bwv0529 Sonate en trio n5,Dataset/classifier/Bach/Bwv0529 Sonate en trio n5.npy,584,374,,
Bach,Bwv0806 English Suite n1 06mov ,Dataset/classifier/Bach/Bwv0806 English Suite n1 06mov .npy,81,52,,
Bach,Bwv0552 Prelude and Fugue ''St. Anne'',Dataset/classifier/Bach/Bwv0552 Prelude and Fugue ''St. Anne''.npy,504,323,,t
Bach,Bwv0532 Toccata and Fugue,Dataset/classifier/Bach/Bwv0532 Toccata and Fugue.npy,384,246,,
Bach,Bwv0806 English Suite n1 05mov,Dataset/classifier/Bach/Bwv0806 English Suite n1 05mov.npy,81,52,,
Bach,Bwv0811 English Suite n6 7mov,Dataset/classifier/Bach/Bwv0811 English Suite n6 7mov.npy,81,52,,
Bach,Bwv1014 Harpsicord and Violin Sonata 3mov,Dataset/classifier/Bach/Bwv1014 Harpsicord and Violin Sonata 3mov.npy,48,31,,
Bach,Bwv0565 Toccata and Fugue In Dm B,Dataset/classifier/Bach/Bwv0565 Toccata and Fugue In Dm B.npy,239,153,,
Bach,Bwv0555 Short Prelude and Fugue n3 (Spurious),Dataset/classifier/Bach/Bwv0555 Short Prelude and Fugue n3 (Spurious).npy,153,98,,
Bach,Bwv0558 Short Prelude and Fugue n6 (Spurious),Dataset/classifier/Bach/Bwv0558 Short Prelude and Fugue n6 (Spurious).npy,129,83,,t
Bach,Piano version of Bachs two part inventions No.8,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.8.npy,53,34,,
Bach,Bwv0546 Prelude and Fugue,Dataset/classifier/Bach/Bwv0546 Prelude and Fugue.npy,475,304,,
Bach,Bwv0570 Fantasia,Dataset/classifier/Bach/Bwv0570 Fantasia.npy,65,42,,
Bach,Bwv0541 Prelude and Fugue,Dataset/classifier/Bach/Bwv0541 Prelude and Fugue.npy,257,165,,
Bach,Bwv0530 Sonate en trio n6,Dataset/classifier/Bach/Bwv0530 Sonate en trio n6.npy,529,339,,
Bach,Piano version of Bachs two part inventions No.7,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.7.npy,37,24,,
Bach,Bwv802 Four Inventions (Duettos) Clavier-U_bung III n1,Dataset/classifier/Bach/Bwv802 Four Inventions (Duettos) Clavier-U_bung III n1.npy,114,73,,
Bach,Bwv1005 Violin Sonata n3 2mov Fugue,Dataset/classifier/Bach/Bwv1005 Violin Sonata n3 2mov Fugue.npy,554,355,,t
Bach,Minuet in G,Dataset/classifier/Bach/Minuet in G.npy,50,32,,
Bach,"Prelude and Fugue in A, BWV 888","Dataset/classifier/Bach/Prelude and Fugue in A, BWV 888.npy",397,254,,
Bach,Bwv0733 Fuga Sopra Magnificat,Dataset/classifier/Bach/Bwv0733 Fuga Sopra Magnificat.npy,212,136,,
Bach,"Clavierubung Part 111,Duet No.2 in F Major","Dataset/classifier/Bach/Clavierubung Part 111,Duet No.2 in F Major.npy",232,149,,t
Bach,Prelude and Fugue in C Sharp BWV 872,Dataset/classifier/Bach/Prelude and Fugue in C Sharp BWV 872.npy,609,390,,
Bach,Bwv1046 aSinfonia h,Dataset/classifier/Bach/Bwv1046 aSinfonia h.npy,256,164,,
Bach,Piano version of Bachs two part inventions No.6,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.6.npy,193,124,,
Bach,Bwv0806 English Suite n1 01mov ,Dataset/classifier/Bach/Bwv0806 English Suite n1 01mov .npy,57,37,,
Bach,Bwv0550 Prelude and Fugue,Dataset/classifier/Bach/Bwv0550 Prelude and Fugue.npy,328,210,,
Bach,"Toccata and Fugue in D minor, BWV 565. (Busoni Piano Arr","Dataset/classifier/Bach/Toccata and Fugue in D minor, BWV 565. (Busoni Piano Arr.npy",226,145,,
Bach,Bwv0565 Toccata and Fugue In Dm A,Dataset/classifier/Bach/Bwv0565 Toccata and Fugue In Dm A.npy,104,67,,
Bach,Bwv0811 English Suite n6 2mov,Dataset/classifier/Bach/Bwv0811 English Suite n6 2mov.npy,81,52,,
Bach,Bwv0582 Passacaglia and Fugue,Dataset/classifier/Bach/Bwv0582 Passacaglia and Fugue.npy,457,293,,t
Bach,Bwv0542 Fantasia and Fugue,Dataset/classifier/Bach/Bwv0542 Fantasia and Fugue.npy,257,165,,
Bach,Piano version of Bachs two part inventions No.1,Dataset/classifier/Bach/Piano version of Bachs two part inventions No.1.npy,37,24,,
Bach,Bwv0806 English Suite n1 08mov ,Dataset/classifier/Bach/Bwv0806 English Suite n1 08mov .npy,154,99,,
Bach,Bwv0594 Vivaldi Concerto Arrangement RV208,Dataset/classifier/Bach/Bwv0594 Vivaldi Concerto Arrangement RV208.npy,768,492,,
Bach,Bwv0963 Sonata,Dataset/classifier/Bach/Bwv0963 Sonata.npy,403,258,,
Bach,Bwv0811 English Suite n6 8mov,Dataset/classifier/Bach/Bwv0811 English Suite n6 8mov.npy,175,112,,
Bach,Bwv0793 Sinfonia n7,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0793 Sinfonia n7.npy,70,45,,t
Bach,Bwv0800 Sinfonia n14,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0800 Sinfonia n14.npy,39,25,,
Bach,Bwv0798 Sinfonia n12,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0798 Sinfonia n12.npy,50,32,,
Bach,Bwv0789 Sinfonia n3,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0789 Sinfonia n3.npy,40,26,,
Bach,Bwv0795 Sinfonia n9,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0795 Sinfonia n9.npy,56,36,,
Bach,Bwv0796 Sinfonia n10,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0796 Sinfonia n10.npy,53,34,,
Bach,Bwv0801 Sinfonia n15,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0801 Sinfonia n15.npy,59,38,,
Bach,Bwv0792 Sinfonia n6,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0792 Sinfonia n6.npy,65,42,,
Bach,Bwv0797 Sinfonia n11,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0797 Sinfonia n11.npy,114,73,,t
Bach,Bwv0799 Sinfonia n13,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0799 Sinfonia n13.npy,101,65,,
Bach,Bwv0794 Sinfonia n8,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0794 Sinfonia n8.npy,37,24,,
Bach,Bwv0787 Sinfonia n1,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0787 Sinfonia n1.npy,34,22,,
Bach,Bwv0790 Sinfonia n4,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0790 Sinfonia n4.npy,37,24,,
Bach,Bwv0788 Sinfonia n2,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0788 Sinfonia n2.npy,51,33,,
Bach,Bwv0791 Sinfonia n5,Dataset/classifier/Bach/Bwv787-801 Three Part Inventions (Sinfonias)/Bwv0791 Sinfonia n5.npy,61,39,,
Bach,Variation 26,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 26.npy,150,96,,
Bach,Variation 17,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 17.npy,100,64,,
Bach,Variation 29,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 29.npy,100,64,,
Bach,Variation 14,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 14.npy,100,64,,t
Bach,Variation 20,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 20.npy,100,64,,
Bach,Variation 22,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 22.npy,100,64,,
Bach,Variation 27,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 27.npy,150,96,,
Bach,Bwv1087 14 Canons,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Bwv1087 14 Canons.npy,256,164,,
Bach,Variation 16,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 16.npy,148,95,,
Bach,Variation 10,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 10.npy,100,64,,
Bach,Variation 09,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 09.npy,75,48,,
Bach,Variation 25,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 25.npy,100,64,,
Bach,Variation 08,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 08.npy,100,64,,
Bach,Variation 28,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 28.npy,100,64,,
Bach,Variation 02,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 02.npy,150,96,,t
Bach,Variation 18,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 18.npy,100,64,,
Bach,Variation 19,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 19.npy,100,64,,
Bach,Variation 04,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 04.npy,200,128,,
Bach,Variation 03,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 03.npy,50,32,,
Bach,Variation 00 Aria ,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 00 Aria .npy,100,64,,
Bach,Variation 13,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 13.npy,100,64,,
Bach,Variation 21,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 21.npy,50,32,,
Bach,Variation 24,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 24.npy,100,64,,
Bach,Variation 06,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 06.npy,200,128,,
Bach,Variation 30,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 30.npy,51,33,,
Bach,Variation 05,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 05.npy,100,64,,
Bach,Variation 07,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 07.npy,100,64,,
Bach,Variation 01,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 01.npy,100,64,,
Bach,Variation 12,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 12.npy,100,64,,
Bach,Variation 23,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 23.npy,100,64,,
Bach,Variation 15,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 15.npy,100,64,,
Bach,Variation 11,Dataset/classifier/Bach/Bwv988 The Goldberg Variations/Variation 11.npy,100,64,,
Bach,Bwv1065 Four Harpsichords Concerto,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1065 Four Harpsichords Concerto.npy,418,268,,
Bach,Bwv1057 Harpsichord Concerto n6 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1057 Harpsichord Concerto n6 3mov.npy,381,244,,t
Bach,Bwv1054 Harpsichord Concerto n3 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1054 Harpsichord Concerto n3 1mov.npy,272,174,,
Bach,Bwv1057 Harpsichord Concerto n6 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1057 Harpsichord Concerto n6 2mov.npy,111,71,,
Bach,Bwv1058 Harpsichord Concerto n7 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1058 Harpsichord Concerto n7 2mov.npy,72,46,,
Bach,Bwv1064 Three Harpsichords Concerto n2 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1064 Three Harpsichords Concerto n2 1mov.npy,220,141,,
Bach,Bwv1055 Harpsichord Concerto n4 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1055 Harpsichord Concerto n4 1mov.npy,164,105,,
Bach,Bwv1058 Harpsichord Concerto n7 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1058 Harpsichord Concerto n7 3mov.npy,222,142,,t
Bach,Bwv1053 Harpsichord Concerto n2 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1053 Harpsichord Concerto n2 2mov.npy,57,37,,
Bach,Bwv1052 Harpsichord Concerto n1 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1052 Harpsichord Concerto n1 1mov.npy,303,194,,
Bach,Bwv1064 Three Harpsichords Concerto n2 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1064 Three Harpsichords Concerto n2 2mov.npy,73,47,,
Bach,Bwv1052 Harpsichord Concerto n1 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1052 Harpsichord Concerto n1 3mov.npy,447,286,,
Bach,Bwv1052 Harpsichord Concerto n1b,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1052 Harpsichord Concerto n1b.npy,889,569,,
Bach,Bwv1053 Harpsichord Concerto n2 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1053 Harpsichord Concerto n2 1mov.npy,273,175,,
Bach,Bwv1056 Harpsichord Concerto n5,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1056 Harpsichord Concerto n5.npy,572,366,,
Bach,Bwv1053 Harpsichord Concerto n2 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1053 Harpsichord Concerto n2 3mov.npy,617,395,,
Bach,Bwv1055 Harpsichord Concerto n4 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1055 Harpsichord Concerto n4 2mov.npy,61,39,,
Bach,Bwv1063 Three Harpsichords Concerto n1,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1063 Three Harpsichords Concerto n1.npy,911,583,,t
Bach,Bwv1060 Two Harpsichords Concerto n1,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1060 Two Harpsichords Concerto n1.npy,512,328,,
Bach,Bwv1061 Two Harpsichords Concerto n2,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1061 Two Harpsichords Concerto n2.npy,579,371,,
Bach,Bwv1062 Two Harpsichords Concerto n3,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1062 Two Harpsichords Concerto n3.npy,461,295,,
Bach,Bwv1055 Harpsichord Concerto n4 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1055 Harpsichord Concerto n4 3mov.npy,312,200,,
Bach,Bwv1054 Harpsichord Concerto n3 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1054 Harpsichord Concerto n3 2mov.npy,89,57,,
Bach,Bwv1054 Harpsichord Concerto n3 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1054 Harpsichord Concerto n3 3mov.npy,250,160,,t
Bach,Bwv1058 Harpsichord Concerto n7 1mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1058 Harpsichord Concerto n7 1mov.npy,267,171,,
Bach,Bwv1064 Three Harpsichords Concerto n2 3mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1064 Three Harpsichords Concerto n2 3mov.npy,300,192,,
Bach,Bwv1052 Harpsichord Concerto n1 2mov,Dataset/classifier/Bach/Harpsichord Concertos/Bwv1052 Harpsichord Concerto n1 2mov.npy,136,87,,
Bach,Bwv1048 Brandenburg Concert n3 1mov,Dataset/classifier/Bach/Concertos/Bwv1048 Brandenburg Concert n3 1mov.npy,365,234,,
Bach,Bwv1041 Violin Concerto n1 2mov,Dataset/classifier/Bach/Concertos/Bwv1041 Violin Concerto n1 2mov.npy,72,46,,
Bach,Bwv1041 Violin Concerto n1 3mov,Dataset/classifier/Bach/Concertos/Bwv1041 Violin Concerto n1 3mov.npy,222,142,,
Bach,Bwv1042 Violin Concerto n2 1mov,Dataset/classifier/Bach/Concertos/Bwv1042 Violin Concerto n2 1mov.npy,272,174,,t
Bach,Bwv1043 Two Violins Concerto n3 3mov,Dataset/classifier/Bach/Concertos/Bwv1043 Two Violins Concerto n3 3mov.npy,240,154,,
Bach,Bwv1049 Brandenburg Concert n4 2mov,Dataset/classifier/Bach/Concertos/Bwv1049 Brandenburg Concert n4 2mov.npy,114,73,,t
Bach,Bwv1041 Violin Concerto n1 1mov,Dataset/classifier/Bach/Concertos/Bwv1041 Violin Concerto n1 1mov.npy,268,172,,
Bach,Bwv1046 Brandenburg Concert n1 2mov,Dataset/classifier/Bach/Concertos/Bwv1046 Brandenburg Concert n1 2mov.npy,62,40,,
Bach,Bwv1042 Violin Concerto n2 3mov,Dataset/classifier/Bach/Concertos/Bwv1042 Violin Concerto n2 3mov.npy,250,160,,
Bach,Bwv1043 Two Violins Concerto n3 1mov,Dataset/classifier/Bach/Concertos/Bwv1043 Two Violins Concerto n3 1mov.npy,139,89,,
Bach,Bwv1044 Flute Violin and Harpsichord Concerto 2mov,Dataset/classifier/Bach/Concertos/Bwv1044 Flute Violin and Harpsichord Concerto 2mov.npy,103,66,,
Bach,Bwv1051 Brandenburg Concert n6 3mov,Dataset/classifier/Bach/Concertos/Bwv1051 Brandenburg Concert n6 3mov.npy,175,112,,
Bach,Bwv1051 Brandenburg Concert n6 1mov,Dataset/classifier/Bach/Concertos/Bwv1051 Brandenburg Concert n6 1mov.npy,204,131,,
Bach,Bwv1042 Violin Concerto n2 2mov,Dataset/classifier/Bach/Concertos/Bwv1042 Violin Concerto n2 2mov.npy,90,58,,
Bach,Bwv1046 Brandenburg Concert n1 1mov,Dataset/classifier/Bach/Concertos/Bwv1046 Brandenburg Concert n1 1mov.npy,132,85,,
Bach,Bwv1047 Brandenburg Concert n2 3mov,Dataset/classifier/Bach/Concertos/Bwv1047 Brandenburg Concert n2 3mov.npy,220,141,,t
Bach,Bwv1049 Brandenburg Concert n4 3mov,Dataset/classifier/Bach/Concertos/Bwv1049 Brandenburg Concert n4 3mov.npy,384,246,,
Bach,Bwv1046 Brandenburg Concert n1 3mov,Dataset/classifier/Bach/Concertos/Bwv1046 Brandenburg Concert n1 3mov.npy,98,63,,
Bach,Bwv1047 Brandenburg Concert n2 1mov,Dataset/classifier/Bach/Concertos/Bwv1047 Brandenburg Concert n2 1mov.npy,187,120,,
Bach,Bwv1047 Brandenburg Concert n2 2mov,Dataset/classifier/Bach/Concertos/Bwv1047 Brandenburg Concert n2 2mov.npy,103,66,,
Bach,Bwv1049 Brandenburg Concert n4 1mov,Dataset/classifier/Bach/Concertos/Bwv1049 Brandenburg Concert n4 1mov.npy,670,429,,t
Bach,Bwv1051 Brandenburg Concert n6 2mov,Dataset/classifier/Bach/Concertos/Bwv1051 Brandenburg Concert n6 2mov.npy,100,64,,
Bach,Bwv1044 Flute Violin and Harpsichord Concerto 1mov,Dataset/classifier/Bach/Concertos/Bwv1044 Flute Violin and Harpsichord Concerto 1mov.npy,232,149,,
Bach,Bwv1043 Two Violins Concerto n3 2mov,Dataset/classifier/Bach/Concertos/Bwv1043 Two Violins Concerto n3 2mov.npy,32,21,,
Bach,Bwv1044 Flute Violin and Harpsichord Concerto 3mov,Dataset/classifier/Bach/Concertos/Bwv1044 Flute Violin and Harpsichord Concerto 3mov.npy,382,245,,
Bach,Wtcii10a,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii10a.npy,337,216,,
Bach,Wtcii14b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii14b.npy,109,70,,
Bach,Wtcii19b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii19b.npy,45,29,,
Bach,Wtcii24a,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii24a.npy,103,66,,
Bach,Wtcii02b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii02b.npy,43,28,,
Bach,Wtcii05b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii05b.npy,78,50,,
Bach,Wtcii01b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii01b.npy,129,83,,
Bach,Wtcii22b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii22b.npy,157,101,,
Bach,Wtcii18b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii18b.npy,223,143,,
Bach,Wtcii17b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii17b.npy,78,50,,
Bach,Wtcii01a,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii01a.npy,53,34,,
Bach,Wtcii13b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii13b.npy,132,85,,
Bach,Wtcii23b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii23b.npy,162,104,,
Bach,Wtcii07b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii07b.npy,109,70,,
Bach,Wtcii15b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii15b.npy,114,73,,
Bach,Wtcii24b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii24b.npy,159,102,,
Bach,Wtcii08b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii08b.npy,72,46,,
Bach,Wtcii11a,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii11a.npy,112,72,,
Bach,Wtcii12b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii12b.npy,134,86,,
Bach,Wtcii11b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii11b.npy,154,99,,
Bach,Wtcii16b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii16b.npy,131,84,,
Bach,Wtcii21b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii21b.npy,145,93,,
Bach,Wtcii10b,Dataset/classifier/Bach/Bwv870-893 The Well Tempered Clavier Book 2/Wtcii10b.npy,136,87,,t
